data,player,language,publishedAt,predicted_cluster,topic
 linksverteidiger uberzeugt sieg hoffenheim spielt  nicht alonso absolut untergeordnete rolle daley sinkgraven gerardo seoane startelfeinsatz spieltag freiburg konkurrenten bakker gesperrt fehlten komplett aussen neuen trainer bekam anfang oktober anfangs mehr teileinsatz zeiten beginnen durfen zuletzt spieltag leipzig alonso campions league atletico madrid gross durchrotieren liess samstag sinsheim jedoch durfte niederlander  fur funf millionen euro ablose ajax amsterdam holte grunden beginn ran brauchten besseres aufbauspiel mehr kontrolle wollten nicht immer schnell vorne spielen daley ballbesitz gut besser fur spiel erklarte alonso nominierung technikers komplett rechtfertigte fosu mensah bundesligasaison spielminuten platz weniger halfte sinkgravens einsatzzeit minuten erreicht durfte vorzug erhalten sinkgraven rechts innen verteidigen fosu mensah alonso international fur mogliche dreierkette tah edmond tapsoba odilon kossounou vier innenverteidiger verfugung gehabt,piero hincapie,de,2023-02-13T09:13:15Z,1,Other
gut fehlentscheidung sascha stegemann borussia dortmund meisterschaft kostet entscheidenden momente gab bundesliga historie mehrfach sportschau blickt zuruck,piero hincapie,de,2023-02-16T22:10:23Z,2,Bundesliga News
adli sieht schiri andrich schroder rote karte neben adli mussen freiburg tah gesperrt zuschauen beiden verteidiger sahen mainz jeweils gelbe karte,piero hincapie,de,2023-02-20T14:48:27Z,6,Game description
 angreifer trainiert individuell sinkgraven fur freiburg fraglich werksklub sonntag freiburg neben beiden abwehrspielern tah jeweils gelbe karte ebenfalls notbremse gesperrte angreifer adli fehlen ware diabys ruckkehr wochenende rein personallage her betrachtet wichtiger sonntag ware diaby namlich einzige verfugbare option  angreifern sachen topspeed herausragt trainer alonso rechten aussenspieler frimpong zwingend offensive aufbieten freiburgs defensive ubers umschaltspiel knacken cote azur diaby fall mitfliegen tritt  freitag reise freiburg daley sinkgraven mitwirken kleinen fragezeichen versehen dienstag fehlte niederlandische linksverteidiger training muskulare probleme oberschenkel techniker fur europaleague nicht gemeldet wurde schaffen fur  ware wichtig sinkgraven fur sonntag grunes licht bekommt alternativen fur abwehrkette aufgrund sperren innenverteidiger tah zentral links hinten einsetzbaren freiburg ebenfalls rar gesat,piero hincapie,de,2023-02-21T15:07:16Z,4,International Football News
 geschaftsfuhrer gift galle ruckspiel,piero hincapie,de,2023-02-22T14:12:26Z,0,Europa League
 trainer schliesst startelfeinsatz torjagers nicht eindeutig azmouns auftritt mainz legt trotzdem eigentlich erneute startelfchance monaco nahe bislang fiel alonso nicht dadurch verstarkt teilnehmer setzen bislang zog azmoun hlozek sogar offensivakteur zuruckhangend besser aufgehoben vorderste spitze mainz schonte trainer sommer sparta prag gekommenen nationalspieler genauso frimpong wirtz palacios meist alonso alonsos startelf auftauchen monaco uberraschung darstellen wurden alonso zumindest variante schick beginn nicht forciert vielleicht fruh mussen bisschen geduld bester form manchmal besser bisschen warten sehen erklarte moglichen startelfeinsatz nominierung jahrigen fur anfangsformation eindeutig auszuschliessen,piero hincapie,de,2023-02-22T19:35:01Z,1,Other
geschafft  spieler sieg elfer diaby startete schwierigkeiten partie steigerte minute minute note frimpong uberragende vorarbeit fur wirtz mehr laufen mussen embolo sah nicht gut note,piero hincapie,de,2023-02-23T22:07:40Z,6,Game description
"trainer alonso mitgereisten fans monaco personell klar verteidiger tah gelb gesperrt adli wegen rot sperre zuschauen europaleague nicht gemeldete daley sinkgraven oberschenkel probleme uberwunden ,,er spielen"" erklart alonso diaby besteht adduktoren problemen hoffnung kraft fur startelf reicht alonso ,,wir mussten monaco vorsichtig sehen wunsch immer spielen mussen sagen bleib' ruhig brauchen diaby besten form",piero hincapie,de,2023-02-24T09:33:31Z,1,Other
 sinkgraven zuruckgreifen diaby ruckkehr startelf fur alonso stellt frage aufstellung hochst kompliziertes puzzle dar gibt ganze reihe fragezeichen wobei auswahl innenverteidigung fur  trainer extrem eingeschrankt fallen tah gelb gesperrt verbliebenen kandidaten furs abwehrzentrum edmond tapsoba odilon kossounou timothy fosu mensah stimmig besetzte dreierkette moglich spricht vieles fur viererabwehr linksverteidiger daley sinkgraven oberschenkelproblemen einsatzbereit trainiert probleme sonntag spielen gab alonso grunes licht,piero hincapie,de,2023-02-24T12:55:38Z,1,Other
"andrich uberzeugte freiburg abwehrchef ,,es moglichkeit fur zukunft"" lasst alonso offen betont ,,es wichtig fur tah mussten entscheiden spielen glaube gute entscheidung fuhlte andrich neuen rolle",piero hincapie,de,2023-02-27T15:54:01Z,1,Other
tor fur   trainer alonso konnte personell fast vollen schopfen freut problem spanier gesagt luxusproblem sturmzentrum vertraute erneut formstarken azmoun toptalent wirtz kehrte ebenso startelf zuruck zuletzt gelbgesperrten tah scharfen flanke knapp minute fur erste torannaherung sorgte  anfangsphase spielkontrolle bemuht kombinierte immer uber aussen letzte drittel abwartend agierenden herthaner schlug doppelt schonem zusammenspiel wirbelwind diaby flugelflitzer frimpong druckte azmoun ball uber linie zehn minuten spater erhohte frimpong zuspiel diaby beide male kam scharfe hereingabe rechts beide male kam berlins marco richter torlinie spat einsetzendem regen  coach alonso kurz darauf wechseln auffallige frimpong fasste rechten oberschenkel knapp halben stunde wurde niederlander landsmann timothy fosu mensah ersetzt spielverlauf tat abbruch team gaste coach sandro schwarz versuchte nadelstiche setzen gastgeber blieben gefahrlicher zweite durchgang begann wechsel beide teams blieben engagiert berlins lukebakio versuchte distanz  erhohte zunachst knallte diaby ball latte wenige sekunden spater traf funf metern brachte fosu mensah hertha kapitan marvin plattenhardt strafraum fall lukebakio gab hertha kurz hoffnung adli sorgte fur entscheidung,piero hincapie,de,2023-03-05T16:23:36Z,4,International Football News
 linksverteidiger unsicherheitsfaktor alkmaars kerkez liste jungsten schlafmutzigkeit bakker tief eigene fleisch geschnitten nachdem zuvor freiburg gutes spiel abgeliefert sportlich schwankende akteur kleinen statusgewinn direkt zunichte gemacht hertha bsc vertrat innenverteidiger kicker note absolut zufriedenstellend bakker donnerstag europaleague ferencvaros budapest beginnen darf steht mehr infrage normwalerweise donnerstag dabei alonso sonntag ruckkehr modellathleten spieltagskader angekundigt grund fur bakkers fehlen nicht bekannt physisch starken schnellen linksfuss direkt startelf zuruckzuholen ware padagogisch gruppendynamisch verkehrte zeichen,piero hincapie,de,2023-03-07T18:58:15Z,0,Europa League
 trainer wiederholte verfehlung niederlanders abgehakt zwickmuhle fur alonso hertha bsc beispielsweise durchaus zufriedenstellende notlosung innenverteidiger linken schienenspieler wahlen konnte nominierung bakkers platz ohnehin unsicherer kantonist leistungstrager fur  alonso gefahrlichen spiel,piero hincapie,de,2023-03-08T14:37:28Z,1,Other
 kaderplaner fadelte etliche top transfers gilt steidten perlentaucher entdeckte kim falkenberg geleitete leverkusener scoutingabteilung nicht dahin vollig unbekannte talente edmond tapsoba frimpong marktwert schnell vervielfachten steidten leierte transfers manager trieb unterschriftsreife qualitaten herbst verantwortlichen chelsea plan riefen wegen suche neuen sportdirektor steidten gesprache fuhrten  sommer eben posten sportdirektors nicht zugeteilt wurde aufstieg rolfes geschaftsfuhrer sport juli frei geworden nachdem rudi voller karriere operativen bereich beendet rolfes position geschaftsfuhrung ubernahm  stelle sportdirektors lieber nicht besetzt steidten befordern,piero hincapie,de,2023-03-14T12:46:04Z,3,Bundesliga News
hochste niederlagen geringste siegquote kabaks zweite ampelkarte saison koln spieltag zwei verwarnungen eingehandelt kabak verwarnungs ranking kicker unruhmliche spitze gesetzt sieben gelben zwei gelb roten karten bremens marco friedl sechs gelbe rote  funf gelbe zwei gelb rote wirkungsvoll resolut kabak zweikampfe fuhrt oft gewinnt unnotig ungestum ruckt gegnern zuweilen pelle leistet eben durchaus vermeidbare fouls ebenso unglucklich wahl zweikampfmittel blieb kabak klubs immer uberall geriet kriselndes umfeld stuttgart stieg abstiegsbedrohten spater abgestiegenen schalker verliess winter fur halbes jahr liverpool damals nicht rund lief folgesaison liess kabak norwich city ausleihen stieg premier league steht hoffenheim letzten tabellenplatz,piero hincapie,de,2023-03-14T13:13:48Z,3,Bundesliga News
ambitionierter kader manager arbeitete lange absprung akteure edmond tapsoba frimpong wurden kim falkenberg geleiteten scouting abteilung entdeckt deals steidten eingefadelt meist ausverhandelt ergebnis schaffens lag demission geschaftsfuhrer sport simon rolfes bremen geholten steidten nicht werder chefscout spater assistent geschaftsfuhrung tatig warum setzte bundesligist paukenschlag stellte steidten frei abgang fur klub gerade anbetracht fur sommer angekundigten umbruchs kader herben verlust darstellt,piero hincapie,de,2023-03-15T11:30:10Z,6,Game description
kam bremen  tim steidten tim steidten  mann fur besonderen talente gilt entdecker wirtz frimpong edmond tapsoba odilon kossounou kam abruptem trennung top flop heisse diskussion mega star mane,piero hincapie,de,2023-03-15T17:55:48Z,4,International Football News
torschutzen diaby adli feiern adlis treffer fur  nahezu fehlerlose vorstellung allerdings offensivdrang note frimpong niederlander wahnte kurz pause torschutze passgeber bakker stand davor deutlich abseits frimpong wirkte nicht spritzig gewohnt note odilon kossounou minute fur timothy fosu mensah minute fur frimpong demirbay minute fur andrich kamen spat fur bewertung spiel trainer alonso spanier brachte erwartet bestmogliche mannschaft formation zeigte wichtig wettbewerb fur team meisterte pflichtaufgabe souveran alonso blieb weitestgehend ruhig seitenlinie entging somit drohenden gelb sperre nachsten spiel note,piero hincapie,de,2023-03-17T07:01:04Z,6,Game description
 leiste verletzter torjager steigert belastung bleibt schmerzfrei abschlusstraining europa league viertelfinale saint gilles demirbay genauso dabei sturmer adam hlozek zuletzt wegen infekts fehlte verteidiger frankfurt wegen schmerzhaften prellung hufte ausgewechselt worden anstehenden europa league hinspiel amiri beschwerden oberschenkel plagten bereitstehen mittelfeld allrounder stieg bereits freitag einsatzfahig somit verfugt alonso paar alternativen mehr vier knackspielen belgier sowie wolfsburg viertplatzierten leipzig denen  chance wahren mochte fur championsleague qualifizieren,piero hincapie,de,2023-04-12T10:46:44Z,1,Other
tah bedanken fur fan unterstutzung offen hinspiel royale union saint gilloise  darf einzug halbfinale europaleague traumen werkself einzelkritik ecuadorianer liess uber links nichts anbrennen minute per kopf erzielen note frimpong tolle flanke standig unterwegs makel kopfball minute note pyro euphorie fur  tausende fans empfangen mannschaftsbus,piero hincapie,de,2023-04-14T08:16:22Z,6,Game description
 bangt saint gilles weltmeister palacios  wirtz verzweiflung nahe belgier kurz pause nicht unverdient fuhrung gegangen kunstschuss jahrigen kaum knacken beiden besten chancen vielmehr zweimal funfmeterraum irrlichternde union keeper anthony moris ermoglicht jeweils flanke unterlief fehlenden prazision schutzen frimpong kopfballe wenigen metern neben tor setzten verdanken fehler nicht bestraft wurden nachdem  pause zwei drei umschaltaktionen letzten pass entweder unprazise agiert falsche entscheidung getroffen entnervten belgier gastgeber zeit zusehends sogar genie wirtz phase verleitete ausgleich uberhasteten passen nicht vorhandene raume erzwingen,piero hincapie,de,2023-04-14T11:21:14Z,5,Player Performance
party fans  profis diaby lukas hradecky wirtz karim bellarabi tah halbfinale  sturmte sieg uber royale union saint gilloise semifinale europaleague beste leistung werkself saison hielt linke weitestgehend dicht ecuadorianer kassierte kurz pause ublen tritt lazare amani wade roten karte bestraft mussen note,piero hincapie,de,2023-04-21T07:56:02Z,5,Player Performance
timo werner leipziger kassierten  ruckschlag kampf platz championsleague  streute immer ungewohnte fehlpasse technische fehler spielaufbau leipzig konnte ballgewinne zunachst nicht gezielte angriffe ummunzen spiel verflachte folge  uberliess meist ball lauerte konter spielte wenigen umschaltaktionen anfangs ungenau nichts sorgte lattentreffer rund metern fur beste  szene dahin  aktiver belohnte hlozek vollendete konter scharfen hereingabe diaby technisch stark links fuhrung kam zeitpunkt uberraschend bescherte  gleichwohl sicherheit leipzig drei pflichtspielsiegen folge rheinland gereist schien beeindruckt wirtz verfolgte tribune starkem regen  fuhrung zunehmender spieldauer verwaltete rose pause christopher nkunku muskelfaserriss zweite spiel bestritt fur kevin kampl gebracht offensiv gewechselt,piero hincapie,de,2023-04-23T17:26:22Z,3,Bundesliga News
"wirtz freundin aaliyah wahrend  spiels leipzig vip tribune wirtz stand montagvormittag nicht team training platz angeschlagenen leipzig krampfen raus edmond tapsoba muskulare probleme fehlten dafur arbeiteten callum hudson odoi hufte palacios oberschenkel individuell ball trainer alonso ,,wir hoffen woche gesund fur nachste spiel berlin",piero hincapie,de,2023-04-24T13:32:05Z,0,Europa League
